timestamp,cash,position_value,total_value,price,equity,returns,cumulative_returns,running_max,drawdown
2020-08-01 00:00:00,10000.0,0.0,10000.0,11366.16,10000.0,,,10000.0,0.0
2020-08-01 04:00:00,10000.0,0.0,10000.0,11657.35,10000.0,0.0,0.0,10000.0,0.0
2020-08-01 08:00:00,10000.0,0.0,10000.0,11657.0,10000.0,0.0,0.0,10000.0,0.0
2020-08-01 12:00:00,10000.0,0.0,10000.0,11632.89,10000.0,0.0,0.0,10000.0,0.0
2020-08-01 16:00:00,10000.0,0.0,10000.0,11769.59,10000.0,0.0,0.0,10000.0,0.0
2020-08-01 20:00:00,10000.0,0.0,10000.0,11801.17,10000.0,0.0,0.0,10000.0,0.0
2020-08-02 00:00:00,10000.0,0.0,10000.0,12000.0,10000.0,0.0,0.0,10000.0,0.0
2020-08-02 04:00:00,10000.0,0.0,10000.0,11323.78,10000.0,0.0,0.0,10000.0,0.0
2020-08-02 08:00:00,10000.0,0.0,10000.0,11109.86,10000.0,0.0,0.0,10000.0,0.0
2020-08-02 12:00:00,10000.0,0.0,10000.0,11083.63,10000.0,0.0,0.0,10000.0,0.0
2020-08-02 16:00:00,10000.0,0.0,10000.0,11202.8,10000.0,0.0,0.0,10000.0,0.0
2020-08-02 20:00:00,10000.0,0.0,10000.0,11071.35,10000.0,0.0,0.0,10000.0,0.0
2020-08-03 00:00:00,10000.0,0.0,10000.0,11136.47,10000.0,0.0,0.0,10000.0,0.0
2020-08-03 04:00:00,10000.0,0.0,10000.0,11197.11,10000.0,0.0,0.0,10000.0,0.0
2020-08-03 08:00:00,10000.0,0.0,10000.0,11231.14,10000.0,0.0,0.0,10000.0,0.0
2020-08-03 12:00:00,10000.0,0.0,10000.0,11382.37,10000.0,0.0,0.0,10000.0,0.0
2020-08-03 16:00:00,10000.0,0.0,10000.0,11399.46,10000.0,0.0,0.0,10000.0,0.0
2020-08-03 20:00:00,10000.0,0.0,10000.0,11219.81,10000.0,0.0,0.0,10000.0,0.0
2020-08-04 00:00:00,10000.0,0.0,10000.0,11261.43,10000.0,0.0,0.0,10000.0,0.0
2020-08-04 04:00:00,10000.0,0.0,10000.0,11291.84,10000.0,0.0,0.0,10000.0,0.0
2020-08-04 08:00:00,10000.0,0.0,10000.0,11117.51,10000.0,0.0,0.0,10000.0,0.0
2020-08-04 12:00:00,10000.0,0.0,10000.0,11210.91,10000.0,0.0,0.0,10000.0,0.0
2020-08-04 16:00:00,10000.0,0.0,10000.0,11221.37,10000.0,0.0,0.0,10000.0,0.0
2020-08-04 20:00:00,10000.0,0.0,10000.0,11191.97,10000.0,0.0,0.0,10000.0,0.0
2020-08-05 00:00:00,10000.0,0.0,10000.0,11240.56,10000.0,0.0,0.0,10000.0,0.0
2020-08-05 04:00:00,10000.0,0.0,10000.0,11278.18,10000.0,0.0,0.0,10000.0,0.0
2020-08-05 08:00:00,10000.0,0.0,10000.0,11438.06,10000.0,0.0,0.0,10000.0,0.0
2020-08-05 12:00:00,10000.0,0.0,10000.0,11661.3,10000.0,0.0,0.0,10000.0,0.0
2020-08-05 16:00:00,-10.0,9983.027233443681,9973.027233443681,11645.0,9973.027233443681,-0.0026972766556319083,-0.0026972766556319083,10000.0,-0.0026972766556318676
2020-08-05 20:00:00,-10.0,10068.678092258053,10058.678092258053,11744.91,10058.678092258053,0.008588250769751005,0.0058678092258050984,10058.678092258053,0.0
2020-08-06 00:00:00,-10.0,9983.918804789562,9973.918804789562,11646.04,9973.918804789562,-0.008426483747772773,-0.0026081195210440056,10058.678092258053,-0.00842648374777278
2020-08-06 04:00:00,-10.0,9968.89068393063,9958.89068393063,11628.51,9958.89068393063,-0.0015067418487221262,-0.004110931606937318,10058.678092258053,-0.00992052906079457
