timestamp,equity,price,drawdown,returns
2021-01-01 00:00:00,10000.0,29278.4,0.0,
2021-01-01 04:00:00,10000.0,29092.83,0.0,0.0
2021-01-01 08:00:00,10000.0,29313.49,0.0,0.0
2021-01-01 12:00:00,10000.0,29188.67,0.0,0.0
2021-01-01 16:00:00,10000.0,29029.04,0.0,0.0
2021-01-01 20:00:00,10000.0,29331.69,0.0,0.0
2021-01-02 00:00:00,10000.0,29351.95,0.0,0.0
2021-01-02 00:00:00,10000.0,29351.95,0.0,0.0
2021-01-02 04:00:00,10000.0,29750.0,0.0,0.0
2021-01-02 04:00:00,10000.0,29750.0,0.0,0.0
2021-01-02 08:00:00,10000.0,29755.0,0.0,0.0
2021-01-02 08:00:00,10000.0,29755.0,0.0,0.0
2021-01-02 12:00:00,10000.0,31691.29,0.0,0.0
2021-01-02 12:00:00,10000.0,31691.29,0.0,0.0
2021-01-02 16:00:00,10000.0,33027.2,0.0,0.0
2021-01-02 16:00:00,10000.0,33027.2,0.0,0.0
2021-01-02 20:00:00,10000.0,32178.33,0.0,0.0
2021-01-02 20:00:00,10000.0,32178.33,0.0,0.0
2021-01-03 00:00:00,10000.0,32573.87,0.0,0.0
2021-01-03 00:00:00,10000.0,32573.87,0.0,0.0
2021-01-03 04:00:00,10000.0,34452.34,0.0,0.0
2021-01-03 04:00:00,10000.0,34452.34,0.0,0.0
2021-01-03 08:00:00,10000.0,34413.53,0.0,0.0
2021-01-03 08:00:00,10000.0,34413.53,0.0,0.0
2021-01-03 12:00:00,10000.0,33506.62,0.0,0.0
2021-01-03 12:00:00,10000.0,33506.62,0.0,0.0
2021-01-03 16:00:00,10000.0,32772.21,0.0,0.0
2021-01-03 16:00:00,10000.0,32772.21,0.0,0.0
2021-01-03 20:00:00,10000.0,33000.05,0.0,0.0
2021-01-03 20:00:00,10000.0,33000.05,0.0,0.0
2021-01-04 00:00:00,10000.0,33505.16,0.0,0.0
2021-01-04 00:00:00,10000.0,33505.16,0.0,0.0
2021-01-04 04:00:00,10000.0,32068.84,0.0,0.0
2021-01-04 04:00:00,10000.0,32068.84,0.0,0.0
2021-01-04 08:00:00,10000.0,30743.06,0.0,0.0
2021-01-04 08:00:00,10000.0,30743.06,0.0,0.0
2021-01-04 12:00:00,10000.0,31745.72,0.0,0.0
2021-01-04 12:00:00,10000.0,31745.72,0.0,0.0
2021-01-04 16:00:00,10000.0,31665.51,0.0,0.0
2021-01-04 16:00:00,10000.0,31665.51,0.0,0.0
2021-01-04 20:00:00,10000.0,31988.71,0.0,0.0
2021-01-04 20:00:00,10000.0,31988.71,0.0,0.0
2021-01-05 00:00:00,10000.0,31200.0,0.0,0.0
2021-01-05 00:00:00,10000.0,31200.0,0.0,0.0
2021-01-05 04:00:00,10000.0,30817.77,0.0,0.0
2021-01-05 04:00:00,10000.0,30817.77,0.0,0.0
2021-01-05 08:00:00,9988.5962,31776.66,0.0011403800000000046,-0.001140380000000052
2021-01-05 08:00:00,9988.5962,31776.66,0.0011403800000000046,0.0
2021-01-05 12:00:00,10065.924402523488,32099.98,0.0,0.007741648673663226
2021-01-05 12:00:00,10054.412248883804,32099.98,0.0011436757499189666,-0.0011436757499189154
2021-01-05 16:00:00,10042.94639824342,33697.75,0.0022827515249673616,-0.001140380000000052
2021-01-05 16:00:00,10042.94639824342,33697.75,0.0022827515249673616,0.0
2021-01-05 20:00:00,10100.040415979864,33949.53,0.0,0.005684986802919623
2021-01-05 20:00:00,10100.040415979864,33949.53,0.0,0.0
2021-01-06 00:00:00,10138.149958520124,34117.59,0.0,0.003773206934891471
2021-01-06 00:00:00,10138.149958520124,34117.59,0.0,0.0
2021-01-06 04:00:00,10253.075589880225,34676.4,0.0,0.0113359569379341
2021-01-06 04:00:00,10244.306288124335,34676.4,0.000855284999999971,-0.0008552849999999834
2021-01-06 08:00:00,10285.11412860862,34918.53,0.0,0.0039834654818542425
2021-01-06 08:00:00,10285.11412860862,34918.53,0.0,0.0
2021-01-06 12:00:00,10225.73183597147,34566.19,0.005773615333248974,-0.005773615333248938
2021-01-06 12:00:00,10216.99623085967,34566.19,0.006622959832742841,-0.0008542767649226679
2021-01-06 16:00:00,10216.99623085967,34816.72,0.006622959832742841,0.0
2021-01-06 16:00:00,10216.99623085967,34816.72,0.006622959832742841,0.0
2021-01-06 20:00:00,10208.257787238359,36769.36,0.007472580314542271,-0.0008552849999999834
2021-01-06 20:00:00,10208.257787238359,36769.36,0.007472580314542271,0.0
2021-01-07 00:00:00,10316.7700110269,37454.48,0.0,0.01062984752640106
2021-01-07 00:00:00,10307.874677013868,37454.48,0.0008622208310861198,-0.0008622208310861135
2021-01-07 04:00:00,10307.874677013868,36859.85,0.0008622208310861198,0.0
2021-01-07 04:00:00,10307.874677013868,36859.85,0.0008622208310861198,0.0
2021-01-07 08:00:00,10307.874677013868,37822.09,0.0008622208310861198,0.0
2021-01-07 08:00:00,10299.058506420737,37822.09,0.0017167683865426874,-0.0008552850000000944
2021-01-07 12:00:00,10477.446315896035,38970.42,0.0,0.017320788047187508
2021-01-07 12:00:00,10477.446315896035,38970.42,0.0,0.0
2021-01-07 16:00:00,10491.672849724942,39062.0,0.0,0.001357824549988118
2021-01-07 16:00:00,10491.672849724942,39062.0,0.0,0.0
2021-01-07 20:00:00,10549.194152915237,39432.28,0.0,0.005482567366919211
2021-01-07 20:00:00,10549.194152915237,39432.28,0.0,0.0
2021-01-08 00:00:00,10380.616406895886,38347.1,0.015980153893818072,-0.015980153893818017
2021-01-08 00:00:00,10371.68381571956,38347.1,0.01682690967884244,-0.0008605068163767271
2021-01-08 04:00:00,10362.813070127231,38930.55,0.017667802875397858,-0.0008552850000000944
2021-01-08 04:00:00,10362.813070127231,38930.55,0.017667802875397858,0.0
2021-01-08 08:00:00,10720.605370851961,41286.67,0.0,0.034526561301789105
2021-01-08 08:00:00,10720.605370851961,41286.67,0.0,0.0
2021-01-08 12:00:00,10651.117323176702,40829.08,0.006481727968850375,-0.0064817279688503815
2021-01-08 12:00:00,10651.117323176702,40829.08,0.006481727968850375,0.0
2021-01-08 16:00:00,10580.657393456117,40365.09,0.013054111456834928,-0.006615261815515416
2021-01-08 16:00:00,10580.657393456117,40365.09,0.013054111456834928,0.0
