symbol,side,quantity,entry_price,exit_price,entry_timestamp,exit_timestamp,pnl,pnl_percentage,fees,trade_id
BTC/USDT,long,0.22857865666557703,29107.376415,29014.525480000004,2021-01-01 04:00:00,2021-01-01 16:00:00,-27.85584325044921,-0.41867552314743706,6.632101258007558,TRADE_1
BTC/USDT,long,0.22577891428383634,29366.625975,29337.274025000002,2021-01-02 00:00:00,2021-01-02 00:00:00,-13.250789280524572,-0.19985007496250712,6.6237378774118945,TRADE_2
BTC/USDT,long,0.22227627072976774,29769.8775,32755.823895,2021-01-02 08:00:00,2021-01-03 16:00:00,656.424186899533,9.920062892784838,7.280842380061616,TRADE_3
BTC/USDT,long,0.210294537423912,33521.912580000004,32052.80558,2021-01-04 00:00:00,2021-01-04 04:00:00,-315.68570691381655,-4.4781448612082855,6.740529922584685,TRADE_4
BTC/USDT,long,0.21573419242182598,31681.342754999998,31184.4,2021-01-04 16:00:00,2021-01-05 00:00:00,-113.93508527996073,-1.6669973841833032,6.72754135015919,TRADE_5
BTC/USDT,long,0.21245219880722238,31792.548329999998,34100.531205,2021-01-05 08:00:00,2021-01-06 00:00:00,483.0913037681684,7.1522493893618675,7.24473283499655,TRADE_6
BTC/USDT,long,0.2024078714334312,34935.989265,34548.906905,2021-01-06 08:00:00,2021-01-06 12:00:00,-85.34148726402054,-1.206867977050236,6.992970706992824,TRADE_7
BTC/USDT,long,0.2012346600877445,34834.12836,37435.75276,2021-01-06 16:00:00,2021-01-07 00:00:00,516.0036308281949,7.361139112596415,7.533370981787443,TRADE_8
BTC/USDT,long,0.1941937023965159,37841.001045,38327.92645,2021-01-07 08:00:00,2021-01-08 00:00:00,87.11480524536647,1.1854799454605756,7.44304194250685,TRADE_9
BTC/USDT,long,0.17918268276513993,41307.313335,39618.790695,2021-01-08 08:00:00,2021-01-09 04:00:00,-309.65301774951644,-4.183620989048271,7.099001204640664,TRADE_10
BTC/USDT,long,0.1773470302272417,40545.412575,39162.169120000006,2021-01-09 12:00:00,2021-01-10 08:00:00,-252.25941321620752,-3.508178937602033,6.945294390688993,TRADE_11
BTC/USDT,long,0.20405560316104218,34392.527669999996,31564.210000000003,2021-01-11 04:00:00,2021-01-11 12:00:00,-583.574921992734,-8.315416381839881,6.4408539098518,TRADE_12
BTC/USDT,long,0.18703108540914193,35422.172235,33812.4853,2021-01-11 20:00:00,2021-01-12 12:00:00,-307.38548044800416,-4.639747696433157,6.323985826039656,TRADE_13
BTC/USDT,long,0.18833145140879567,34068.26562,33801.59075,2021-01-12 20:00:00,2021-01-13 00:00:00,-56.58916796722464,-0.8819834390794423,6.365902645873622,TRADE_14
BTC/USDT,long,0.182097325885977,35004.393449999996,38179.240829999995,2021-01-13 04:00:00,2021-01-14 04:00:00,571.1788803346004,8.960784147425358,6.952337659499708,TRADE_15
BTC/USDT,long,0.17060168748197346,39565.783005,39857.04151,2021-01-14 12:00:00,2021-01-14 16:00:00,42.88951390683263,0.6354012088127643,6.799678539645064,TRADE_16
BTC/USDT,long,0.17296552064814097,39164.07225,38680.65,2021-01-14 20:00:00,2021-01-15 00:00:00,-90.3057999304036,-1.3331169870875623,6.690418766258515,TRADE_17
BTC/USDT,long,0.17430605330660817,38492.31654,38089.82556,2021-01-15 04:00:00,2021-01-15 08:00:00,-76.79590137981013,-1.1445941558289034,6.639287164500766,TRADE_18
BTC/USDT,long,0.18100592938638385,36760.59111,35976.98251,2021-01-15 20:00:00,2021-01-16 20:00:00,-148.34985007390324,-2.2295223165958484,6.512047155740227,TRADE_19
BTC/USDT,long,0.18325671922201894,35746.334235,35088.696875,2021-01-17 12:00:00,2021-01-18 00:00:00,-126.94670450251832,-1.9378939734657818,6.430239471088409,TRADE_20
BTC/USDT,long,0.17723210046821236,36460.30104,36261.68009,2021-01-18 08:00:00,2021-01-19 16:00:00,-41.62874189434828,-0.6442147305155571,6.426733728857056,TRADE_21
BTC/USDT,long,0.18259238492256666,35214.71856,34606.957865,2021-01-20 16:00:00,2021-01-21 04:00:00,-117.29144173373258,-1.8241453549331006,6.318966971485126,TRADE_22
BTC/USDT,long,0.19540231610177575,32484.89433,30834.704935,2021-01-21 16:00:00,2021-01-21 20:00:00,-328.47600255020143,-5.174787034423447,6.025172760613855,TRADE_23
BTC/USDT,long,0.19848597155341355,30857.871225,31629.667255000004,2021-01-22 04:00:00,2021-01-23 08:00:00,146.9126396205986,2.398630668162706,6.278045235019866,TRADE_24
BTC/USDT,long,0.19213755848084021,32364.964395,31290.636855000004,2021-01-23 16:00:00,2021-01-24 16:00:00,-212.4307771129565,-3.4160957613344376,6.012106568630298,TRADE_25
BTC/USDT,long,0.1808264774660185,33584.96409,32238.072900000003,2021-01-25 00:00:00,2021-01-25 20:00:00,-249.38308658051326,-4.106388975745957,5.829497162799712,TRADE_26
BTC/USDT,long,0.1864558883458299,31659.431805,31627.788195,2021-01-26 04:00:00,2021-01-26 04:00:00,-11.79732475733131,-0.19985007496251614,5.897187344312478,TRADE_27
BTC/USDT,long,0.18545902309621115,31766.105115,30623.730475,2021-01-26 12:00:00,2021-01-27 08:00:00,-217.54313188174075,-3.6926099886293797,5.6794471374551705,TRADE_28
BTC/USDT,long,0.18671831871947686,30755.700165,31388.547875,2021-01-27 16:00:00,2021-01-28 00:00:00,112.3034435304056,1.955602242505481,5.860816886265809,TRADE_29
BTC/USDT,long,0.18483243542425545,31453.088685,33716.71321,2021-01-28 08:00:00,2021-01-29 00:00:00,412.1592916247185,7.0896306373035065,6.231942217105466,TRADE_30
BTC/USDT,long,0.1642353280933154,37043.83266,33256.723320000005,2021-01-29 08:00:00,2021-01-30 00:00:00,-627.4390738459273,-10.31309610532075,5.461928865768814,TRADE_31
BTC/USDT,long,0.16813741953022848,33677.2302,33546.448385,2021-01-30 08:00:00,2021-01-31 08:00:00,-27.629730161436758,-0.48795064917480896,5.640413265857901,TRADE_32
BTC/USDT,long,0.17182687352418907,32825.2044,32792.3956,2021-01-31 16:00:00,2021-01-31 16:00:00,-11.272048339396598,-0.19985007496251533,5.634614811316375,TRADE_33
BTC/USDT,long,0.1675758585651889,33590.756985,33143.589915,2021-02-01 00:00:00,2021-02-01 12:00:00,-80.48847121326911,-1.429889359532703,5.55406553593866,TRADE_34
BTC/USDT,long,0.16610562759624428,33543.133185,33533.54484,2021-02-01 20:00:00,2021-02-02 00:00:00,-7.162788575008726,-0.12855653525914498,5.570110511175,TRADE_35
BTC/USDT,long,0.160150526217504,34737.510075,36385.268265000006,2021-02-02 08:00:00,2021-02-03 00:00:00,258.0622213484984,4.63871163550863,5.8271198592047995,TRADE_36
BTC/USDT,long,0.1592564938305342,35987.394705,36545.94788500001,2021-02-03 08:00:00,2021-02-04 12:00:00,83.13304154081831,1.4505279873524257,5.8201795238785285,TRADE_37
BTC/USDT,long,0.15647961480237327,36955.12833,37347.336989999996,2021-02-04 20:00:00,2021-02-05 00:00:00,55.528563132864825,0.9602491969211263,5.844096906089626,TRADE_38
BTC/USDT,long,0.1542242434530274,37710.16566,39365.04763,2021-02-05 08:00:00,2021-02-06 00:00:00,249.1518751380768,4.284035601794284,6.071044689229139,TRADE_39
BTC/USDT,long,0.14862525555942002,40220.089994999995,38822.03927,2021-02-06 08:00:00,2021-02-07 00:00:00,-213.55558179599808,-3.572524985519973,5.76993550784159,TRADE_40
BTC/USDT,long,0.1492766115557896,39066.1233,37902.149445,2021-02-07 08:00:00,2021-02-07 12:00:00,-179.41197745376022,-3.076517204472645,5.6579044398307525,TRADE_41
BTC/USDT,long,0.14706677785229497,38815.087845,38057.02197,2021-02-07 20:00:00,2021-02-08 00:00:00,-117.08322923181254,-2.05106555509845,5.5969235957819,TRADE_42
